sentimen,text
1,mutualan yuk aku ikonic juga btw rt saja ya flbck tapi hehe ab
-1,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose itu aku geli bodoh nak pegang
-1,kalau kamu belum punya anak lalu mau ikut sok ceramah dan propaganda soal anti vaksin let me tel you one thing ya go
-1,aku taktaulah hg tuju dekatapa but after read itu i'm crying rindu itu sakit sebab takleh nak luah bcs thing i
-1,ketika dia yang kamu cinta meningalkanmu demi orang lain keringkan air matamu karena kamu tahu kamu pantas dapatkan yang lebih baik
1,jangan pernah merasa enggak layak enggak pantas kamu berhak mendapatkan cinta dari orang yang kamu inginkan dari orang yang terbaik buat kamu kamu layak
-1,iya aku ke tikung a
-1,bodo amat ah yang lagi limit sama sensi gue undang buat datang ditunguin pokoknya datang belakangan juga gapapa aku
-1,jangan kebanyakan memikirkan aku nun jadi pusing kan
-1,perkara paling aku takut bila tak sengaja terlukakan hati seseorang
-1,jangan angap aku engak ngei apa apa hue oma
-1,aku mulfan sakit hati bacanya jangan nyudutin fandom lain juga ya enggak semuanya begitu
1,karena aku terlanjur jatuh cinta sama kazu uwu
1,hahaha aku pernah ada kawan berpurdahemingu sekali je kot dia basuh baju mandi pun sehari sekali je baju dia sem
-1,ya alah beratnya dugan yang kau beri pade mak aku lepas satu dugan yang dye trpkse hadapi
1,aku suka kau bang
1,mini giveaway alhamdulilah aku ke terima mpk dan sc disekolah terus juga beberapa hari yang lalu aku ulang tahun jad
-1,hih aku rindu kamu
-1,iya kak maf aku salah
1,nah ini aku setuju mbak biar kapasitas otak calon pemimpin bisa teruji
-1,banyak yang aku enggak mengerti twitnya
1,suka ke tak suka aku ada aku kesah positif je kau siapa
-1,percayalah dibalik kata aku ikhlas kok ada air mata yang tak terbendung tau enggak lu woy
-1,harusnya kamu lihat sisi buruknya dong wkwkw
-1,tak faham betul lah aku
-1,kamu meminta banget dikasarin beybi
-1,hahahahaha aku pun tak faham weh
-1,benda paling bodoh yang aku pernah buat sayangkan orang yang tak sayang kat aku
-1,and lastly mak aku fed up dia deh tak buat sarapan deh lapar cari sendiri geledah je almari tengok makanan yang
-1,jika satnya tiba sedih akan menjadi tawa perih akan menjadi cerita kenangan akan menjadi guru rindu akan menja
-1,kecewa juga bila kita ingat dia deh tidur sebab tak reply whatsap tiba tiba tengok dekat ig boleh pula reply dm orang
-1,soya paling jahat kot
1,apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan enggak juga membantu cari
-1,kesian aku tengok lge ini hehe bertabahlah nak compare buatlah prestasi dari mau sampai sekarang january sa
-1,jap jap aku rasa benda ini salah kenapa eh bila dalam relationship semua nak salahkan lelaki apa perempuan ini mak
-1,tega an kamu maymunah
-1,nanti sat aku berhenti mengeluh sat itulah aku sudah berhenti peduli pada hubungan kita dan berhenti mencintaimu
1,okay aku deh faham situasi sebenar an old man masuk toilet perempuan sebab toilet laki kunci and the guy yang ketuk
1,aku memilih islam aku percaya islam aku percaya sama janji alah yang sudah tertulis dalam al qur'an
1,a sayang sayang terimakasih ucapanya hwdnya disimpan buat tahun depan ya fb aku juga deh mati kok enggak bisa dibuka
-1,selama ini moga ketingian tak pernah jadi penghalang rupa yang selalu menjadi penghalang
1,kanan kiri depan belakang juga kamu ganteng
-1,gapapa lumayan ada yang berasa pentas ditabok quq a aku pengin tapi mager transportnya heh
-1,malu gue tuh
-1,aku enggak suka panas makanya aku datang ke sini pagi pagi usui takumi
-1,deh curang satu hal lepastu nak salahkan laki itu pula lagi ey geram pula aku
1,ketika kamu mencintai seseorang beranikan dirimu untuk mengungkapkan jika tidak beranikan juga dirimu untuk melihat dia dicintai orang lain
-1,aku mintak mafebab aku deh penat nak menjaga hati orang yang sikit pun tak menjaga hati aku balik
-1,abah aku meningal sebab cancer lidah amp of course sebab rokokiksa dia menahan sakit kita tengok pun menangis godl
-1,aku diam bukan berarti aku tidak ingin marah hanya saja aku tidak bisa merasakan amarah skalipun tatsuya
1,salah satu sebab aku suka buku buku lama ialah lengok bahasanya terjemahan untuk mechanics ialah kajidayama juga seper
1,tergelak sorang sorang aku bila baca reply dorangni hahahaha
1,terimakasih untuk ayah dan ibu mafkan aku jika aku belum sempat membahagiakanmu dengan usahaku
1,enggak usah janjin bintang dan bulan untuk aku cukup janjin kamu bakal selalu bersamaku di bawah cahayanya
-1,yakin deh aku gabakalan menang bcs aku enggak pandai merangkai kata
1,bukan ingin memiliki tapi ingin mendampingi bukan ingin dicintai tapi ingin mencintai bukan ingin sendiri tapi ini
1,omg merdunya suara kawan untuk
1,aku suka orang cakap macam ini even tak rasa benda itu menyusahkan pon at least aku tahu dia apreciate pertolongan aku htps
-1,tolong please bang perempuan itu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku sekali dengar aku n
-1,menangis aku
-1,aku dekat sini tengah hadap depresion ada aku libatkan hampa kak sekarang ini takantop kacau life aku lah sia
-1,f you guys dapat cal dari no ini then dia kata salah masuk topup jangan percaya this one scamer yang try hard cari si
-1,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih
-1,pujuk hati yang kecewa sebenar nya perlu kan masa pada hati yang kecewa merasakan no one realy cares paling tida
1,baik
1,siapapun yang mau beli hp ini selamat bobo moga mimpi indah bangun segeremangat harinya dari aku yang masih mend
1,apabila suatu hari nanti terjadi hal hal di luar ingin kita aku ingin kamu percaya bahwa untukmu aku akan selalu ada sama
-1,mu gi ah nuru aku malas doh keje
-1,untuk yang suka datang then sesuka hati je nak blah ini kau jangan sampai aku sedut kau pakai vacum eh
1,semenjak aku kenal dan mengikuti bang dan bang jadi dapat bertambah ilmu setelah mengikuti thread mere
1,bagus
-1,meski punya ponsel kadang tetap kesepian lho aku bisa merasakanya mari chan
-1,ada kamu enggak mesti ada aku
-1,kalau boleh kugambarkan separah ini aku tak bertegur dengan tetanga kecuali ditegur dulu sulit memulai percakap
1,o ow tapi dimata bunbun kamu mengemaskan
1,hahahaha tak fikir storyline lagi nanti aku buat
-1,dahlah aku deh bosan nak layan tapi mati aku nak tidur bye
-1,jadi bagaimana pun kamu tidak menyukai orang itu janganlah menunjukan jadilah orang yang berprestasi berusaha men
-1,engkau merokok hembus kat public aku batuk pastu cakap aku tak respect kau as amoker cakap aku acah batuk nampak lah macam
-1,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku deh tak kuat semb
-1,mau pulang tapi rumahku jauh mau bolak balik nanti aku capek
1,haha itu lah itu aku pun tak tau apa jadi
-1,lepaskanlah dia tidak mau kamuadarlah jangan membatu
1,haha apa sih mak iya kan nanti habis itu juga kamu menyusul halal kain apa mak kain lap haha
1,sebab course ini course yang aku moga aim awal and aku dapat sekarang alhamdulilah
-1,semalam satu hari aku murung sebab terdengar lagu ini
1,berkutat lagi dengan skecap dan interior aku bahagia
1,kamu tuh kadang suka mengesalkan tapi sering banget bisa bikin aku kangen
-1,seharusnya kita tak begini jangan malah semakin menjadi aku ingin memperbaiki tapi aku takut kamu malah ingin semakin merusaki
1,hahaha buat masa ini tak pernah lagi lah salah masuk
-1,aku ke yang rasa nak berubah ini haih
-1,aku bukan orang kelantan but sometimes muak juga aku dengan twet macam ini be more specific lah mention orang itu beter ca
-1,aku rasa banyak ds kat sini bodoh kau pergi bercuti masuk hotel nak tangkap gambar bilik lah toilet lah fuck korang tak pe
-1,disana memang slow respon banget sih setau aku kudu sabar pisan aku pernah blanja disana kali
1,haha aku nak buat ayat lain sebenarnya aku nak cakap siapa sangup terima aku di lura hapy dalam kroh
-1,karena setiap orang butuh kambing hitam untuk penderitan yang dia rasakan bukankah menyedihkan ketika kamu mender
-1,ini aku rasa camera dia boleh menampak sekali dengan dosa besar kau buat
1,aku itu peka terus mana pernah aku enggak peka wkwk
-1,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab deh sampai tengah jalan aku jerit
-1,aku kalo ibuku mengomong jangan malas begitu nanti kamu punya anak malas juga dalem hati
1,hihihihi lok at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit
-1,aku curiga ada sesuatu antara nct bazi nct djkhaled atau nct chainsmoker iyain iya
-1,aku tuh enggak bisa diginin lemes banget
1,maksdnya mbak ana sholat jumat begitu btw tq banget lah didoain aku mbak
1,a mau aku belum punya album sama sekali baik lama maupun album baru
-1,sirih saja kamu sama aku
1,bapak rajin bai aku balik pakai baju kurung ' semoga crush melihat
1,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran itu mungkin cara dia kasar menegur tapi atleast di
-1,kadang aku bertanya tanya apa salah dan dosaku sayang cinta suciku kau buang buang
-1,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu
-1,gb sekali pun aku taknak beli
-1,aku benci betula nak start motor ini tak reti
1,stil efort di hahaha aku mana ada orang buat camni kita aku rasa special kit
-1,masih ke ke atas aku tak mampu
1,hahahaha aku rasa dorang tak tahu yang aku ini staf
-1,enggak tau aku enggak jago bikin nick
-1,tbh aku keluar rumah pukul pagi then sampai rumah dalam malam tiap hariebab jem and jauh
1,jawab by eh tapi kamu kan enggak pernah mengambek sama aku
-1,aku bisa nyemangatin orang lain tapi enggak bisa nyemangatin diri sendiri
1,geram bhai aku tapi tkpela bagi dia menang hahahah
-1,maf kalo aku harus senyapkan story mu bukan aku munafik ini salah satu caraku berhenti menikmati rasa kecewa
-1,hal yang paling aku takutkan di dunia selain kematian ngecewain dia enggak bisa bahagiain dia kehilangan ada
-1,srs ah aku tengok aduh macam sakit nye ya tuhan
1,hari ini aku belajar sesuatu aku belajar untuk menghargai setiap orang yang hadir dalam kehidupan ini tanpa bertanguh
-1,duh bangchan aku masih shock
-1,mampos ah aku malas deh nak layan perangai hawau orang
1,bodo betul aku terhibur bodo ada member ceni
1,terima kasih banyak ya kamu habis ini ya ultah hehe
-1,aku enggak pernah baik baik saja kalau lagi kangen sama kamu
-1,aku kalau deh sakit hati dengan orang muka orang itu pun aku malas tengok
1,aku juga lagi bawa perasaan jadi paham kwkwkwk
1,jangan takut mencoba hal yang baru gapailah impianmu tapi ingatlah tak peduli kemana kamu pergi keluarga tempat kamu kembali
1,aku ambil keputusan untuk ada bila di mana orang memerlukan teman pertolongan dan i wil be there for you
-1,maljum yang melelahkan ditemani tugas bukan kamu lihat wajah stresku sayang
-1,kalau sakit hati aku rasa moga sepanjang hidup aku mc
1,kenapa harini dia senyum banyak kali kat aku ini alahai cair
-1,tolong sebelum kau nak kacau orang yang aku sayang kau fikir dulu macam mana perasan kau bila ada orang kacau buah hati kau
-1,aku takada rupa je bukanya takada perasan
1,jangan nanti aku sayang
1,tawa kecil di seberang telpon mengetarkan hati sekaligus membuat nyali menjadi ciut kuatir bahwa selamanya aku hai
-1,sedihnya rasa kadang kadang bila doa yang aku doa termakbul walaupun aku bukan hambanya yang terbaik alah tau apa yang kita pe
-1,mulutmu boleh berkata aku terima kamu apa adanya tapi apa daya orang tuamu bertanya kamu ada apanya
1,ini kalau suami aku pangil sayang macam ini we're gona memakai babies right after
1,bapak aku hebat dia polisemua orang takut ngan dia ali eleh bapak aku lagi terer kalau dia suruh orang tunduk
-1,huhiapa yang setan aku tak tahu apapun alasanya aku tak ingin tahu perasan pembunuh kogoro mouri
1,iya kayak kamu
-1,kalau tak bersunguh nak jaga aku boleh je berhenti berpura aku boleh jaga diri aku tanpa memaksa kau kau tak perl
1,waduh kasihan akunya cepat baikan tuh akun biar nanti kamu jadi punya banyak akun
-1,mau kemana kamu nan '
1,meskipun kata dokter enggak boleh tapi aku masih percaya kalo bawang merah bisa ngurangin perut kembung ada
1,nctea yangayang anak ini ayok mutualanama aku saja mwah
-1,kadang aku rasa kau terpaksa kau takde pilihan pun untuk stay tapi kau taknak menampak kejam untuk pergi
1,setelah pernah merasa how lucky i'm bisa sama kamu sampai akhirnya ditingalin sekarang merasa how lucky i'm punya orang
1,kamu mau kemana sih sudah disini saja diluar dingin biar aku peluk ucap kasur kepadaku di setiap pagi hari
-1,putus segala hijab kau dan aku pancung habis ini pergh
1,berapa yeoja temenin aku meraih kepuasan yuk
-1,maf ya aku baru sampai lama kali aku sampai kering ya kalo sudah kering mah diangkat yang wkwk saja
-1,duh timeline twiterku terlalu receh aku tida sangup
1,aku mau
1,aku up banget lah wkwk
-1,kalau bab haiwan ini aku memang sensitif sangat apa salah kucing itu kau masukan dalam dryer sampai mati kau seksa dia bo
-1,aku luwih telat nemen daripada dan
1,ouh hahahahahahahah lah takde pun maybe tak folow each other kot itu yang aku tokleh tengok
1,katanya sayang sama orangtua tapi status wa disembunyikan dari orangtua hehe itu aku
1,sama aku ajaini
1,aku anak baik baik kok wkwk
-1,tapi tapi aku tuh bacot banget mau hyung begini mau hyung begitu masa hyung enggak ada begitu
-1,jane mbiyen karo mengasih wis saiki wis dadi tapi aku
-1,aku yang kurang atau kamu yang tidak pernah cukup dengan satu aku
-1,babi asal aku aku penghibur iman siak
-1,kamu sudah ternoda nder
-1,kami butuh pelukan bukan pukulan kami butuh peneriman bukan penghakiman kami butuh pengertian bukan cibiran kami butuh te
1,teruntuk idola semasa remajaku aku doakan dirimu bisa menjadi istri yang sholehah dan berbakti kepada suamimu kan ke
-1,dasar lelaki kerdus mon maf aku nimbrung wkwk
1,alhamdulilah adik ipar ku dan temenya masih selamat walaupun ya kepala nya benjol bibir nya pecah aku sedih ba
-1,asalam macam mana lelaki boleh ingat jalan jauhelekoh belok tanpa rujuk maps even pernah pergiekali je kalau aku
-1,bila deh cepat move on ini aku rasa semua benda boleh pergi mampus
1,terharu baca threadnya kamu baik banget sih semoga rezeki kamu lancar terus next time semoga aku bisa menang enggak
-1,fak
-1,aku jumat kls sampai ptg pack gila
-1,aple sudah rilis barang barupun aku bodo amat karena aku sadar aku orangnya misquen
-1,hilang kamu tak jadi apa pun dekat aku
-1,harap aku tak termakan janji manis orang lagi deh lepas ini cukuplah
1,sok swet dua dua walaupun bahasa macam pft
1,aku juga sebenarnya gemas apa tapi sih yepen ngeyel suka susah dibilangin
-1,kalo nyaman lanjut lah jangan ningalin begitu saja aku butuh kejelasan lah
1,bagilah aku kekuatan untuk selesaikan urusan semester ini dengan lancar
1,if sih keli itu boleh jadi femes apantah lagi aku kan kahkahkah
1,untunglah boleh baik semula aku ada beberapa kawan yang dulu ngam gila sekarang biasa biasaekarang
-1,aku sudah beli baru ke enggak mau yang mahal kemarin beli yang lebih mahal dari ke rusak kan kampret
1,hm rasa macam nak jual lah ip gb rosegold aku ini nak angkat ip pun macam nice hahaha
1,ganbate you can di itu jangan risau aku akan selalu suport kau
-1,rindu aku senanye itu
1,mu aku ketawa '
1,hahahaha dkpe r aku rela cari kita lain
-1,gipewei lagi sedih nih aku seokjin rt flw rep pict seokjin tag kalo mau doain aku juga gp enggak juga gp
1,aku lahir dalam keadan islam sat mulai dewasa aku mulai mempelajari islam dan semakin jatuh cinta dengan agama ini
-1,kamu ngambeque ceritanya
1,kalau kamu mau dihormati harus mau menghormati
1,berkenan betul aku dengan concept design ikea ini kepada bakal isteri kita tiru ini je lah ek tak payah pening htps
1,hahahaha nanti aku datang aku gomol kepala dia
-1,snapchat can stick chat for harus halo nak forever aku deh lah pelupa member cerita semalam pun tak ingat deh
-1,sat capek banget dan kurang tidur aku lebih memilih menyendiri makan sendiri menghubungi orang tersayang dulu rasanya tenang
1,list nya ini aku banar wkwkwk
1,boro menit lihat iklanya saklebatan saja wes deg parah sampai bingung aku iki wedi ta jatuh cinta
-1,cuaca macam ini buat aku malas nak klua beli makan
-1,kalau aku deh berubah sory i wont turn back anymore sbnya aku deh penat dengan semua benda
1,rlt mutualan yuk yang gamasalah aku suka rt ini enggak sama twt receh rt ya dan aku ada tapi folback kalo enggak mapin aku
1,aku jenis cepat marah tapi cepat sejuk balik marah aku itu tak lama punebab nanti aku akan rasa serba salah even bukan sal
-1,geram lah aku deh tulis kat whiteboard ada orang pergi padam nanti kang cakap aku tak buat kerja
-1,now aku deh malas perduli nak mintak tolong kak nak cerita apa kak aku dengar saja nak peluang bserta hati mohon maf
-1,bisa banget mau kutuk siapa kamu
1,aku ada baca juga lagi complicated orang kata blackflag lagi best
1,cinta itu adalah anugerah terindah dari tuhan aku bersujud dan berdoa pada tuhan dan akhirnya kutemukan anugerah terindah itu yaitu kamu
-1,thread paling anjing at first ingat apa masalah minah ini cakap pasal insecurity dia atau masalah psycho dia rupa rupa
1,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih mengirim pesan seperti
1,ditanya kamu mau yang seperti apa enggak ada yang sempurna kalo kamu cari yang sempurna katanya enggak ada orang baik
1,tadi aku bilang ke bahwa pasion itu bisa dicari tanpa kamu sadari atau tidak jika itu bukan bidangmu fokus ke
-1,kiri kamu mikir sudah memporak porandakan hatiku kanan you wrong huny aku baik baik saja dan bahagia
-1,tak suka itu cakap je lah babi takyah nak acah acah baik dengan aku
-1,betul aku juga tidak setuju takut ada kata disentri n selfie
1,iya sayang syukur kamu ingat aku
-1,coba di antara kamu dan teman temenmu siapa yang suara tawanya paling kencang percayalah dialah juga yang jeritan hatinya apa
-1,ya alah ya tuhanku jauh kan lah aku dari dugan sebegini amin
1,hahaha padahal aku mengharap sama kamu mulai maba eh
-1,yang aku sayang tidak menyayangiku yang aku jaga tidak menjagaku thank you alah atas petunjuk darimu
-1,jika aku mencoba sedikit berani aku hanya akan menjadi lebih penakut rin
1,mi christychibi aku mau menjadi rusuk karena aku bisa melindungi sebuah hati yang lembut dengan diriku dan hati itu adalah kamu
1,mal sebelah unikl ini tadi aku tapi usha memang harga aple deh turun masa aku sampai tadi orang punya lah berkerumun seba
-1,orang tak boleh tengok aku senang automatik jadi dengki eh
1,wakakakakaka iya begitula aku memng ada ada saja
1,ada juga tipe orang yang segala diceritain mau itu hal lucu sedih kegoblogan kesenengan semuanya diceri
1,aku kan pengin icip abu cafe itu haha
1,eh iya ya hahahaha
-1,karena mereka ganti rambut dan bikin aku ambyar aku pengin enggak ah pulsa ke lagi miskin flop lanjut terus besok sore aku umumin
1,betul aku terima buat masa sekarang mungkin ini kifarah aku sendiri
1,ini yang aku suka pura waras partai berkarya kemana ya hehehe
1,aku chapter manga conan juga dim nikmat mana yang kau dustakan
1,rambut dia bagaimana saja aku sayang kok
1,mau aku temenin malah nugas yeu wajah strespun ganteng malen
1,tls folowan sama aku yuk rep rt kita berteman
1,tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun
1,aries jangan takut untuk mengambil keputusan ada harga yang harus kamu bayar untuk mendapatkan apa yang kamu inginkan
-1,ya alah jantung aku macam terhenti seminit lepas baca nama naz itu
1,jika alah memberi kamu nikmat sepotong roti saja syukurilah itu kerana alah tidak membuat kamu meminta meminta kepada ora
-1,tapi gue enggak mengerti sh maksudnya apa wkwk
-1,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn
-1,kalo kamu lagi dimana mana dan itu bukan daerahmu ya coba buat ngehargain apa yang ada disana jangan sembar
-1,mau ganti presidenya mau apa saja yang digantinya akan percuma jika tak ganti adab dan akhlaq kepada orang tua memulung mun
-1,biasalah itu perempuan kena berjaga jaga muka malaikat pun kadang perangai syaitan juga aku pernah enggak camni lari laju teruk
-1,terkadang kamu perlu membentang jarak agar tau arti kata rindu
-1,ohempat lah kalau nak jmpa aku lagi aku cukup bulan ini aku balik melaka huhuhu
1,alhamdulilah adik ipar ku dan temenya masih selamat walaupun ya kepala nya benjol bibir nya pecah aku sedih banget
-1,aku tkda masa lah di nak baik baik dengan orang talam ini sekarang macam babi
1,aku banget
-1,gaduh dengan bestfriend ini sumpah sakit
1,sebenarnya kalau korang kenal aku ini real life mesti kau seronok kawan dengan aku aku sebenarnya ok je lawak pun ya
-1,dingetin dingetin kok aku e saja suka lupa diri hehe
-1,aku tak sangup nak tgok kejadian yang menyedihkan nih
-1,buset deh aku sudah pasrah saja kalo ketemu yang beginian
1,terlihat enak
-1,ketika ada orang yang kamu kasih tahu benernya tapi dia tetap kayak begitu pesan yang bisa diambil biarkan dia bodoh selamanya gws hoho
1,alia dm benda ini kita aku hahahaha
-1,mafin aku ya belum bisa melupakan kamu
-1,memilih pasangan hidup itu susah dan kenapa aku memilih kamu karena aku telah berhasil melewati kesusahan kesusahan itu
1,aku ingin selalu berpikir positif meskipun pada kenyatanya aku keliru sama dan akhirnya aku harus menyembukan luka
-1,korang untuk know perempuan zaman sekarang tak suka kan bila laki try hard sangat macam ini kerja nak tunjuk badan je nak
1,aku wes katam yang kayak begitu disini wkwkwkw
1,dan aku isa ibnu maryam memberi kabar gembira dengan datangnya seorang rasul yang akan datang sesudahku yang namanya ahmad muhamad
1,wkwk terima kasih eonie sampai oleng aku tuh nulisnya
-1,halah curang kamu
-1,huhiapa yang setan aku tak tahu apapun alasanya aku tak ingin tahu perasan pembunuh kogoro mouri
1,the batleship island berjaya buat aku teriak
-1,aku penat deh aku tak sangup lagi kalau kau taknak kau cakap jangan buat aku macam tungul aku penat tau tak
1,aku hanya ingin menjadi seseorang yang peduli didepan kamu aku berharap aku selalu ada disat dibutuhkan
-1,kayak ex opis aku ini main campak layer switch
1,kayaknya aku mengerti lo wkwk
1,aku mau meminta tolong ke kamu gampang kok cuma mau kamu jangan pernah tingalin aku
1,kok aku lebih senang kalo kuliah pagi ya
1,aku suka manganya live actionya animenya ku suka semua
1,terkadang orang yang paling kamu inginkan adalah orang yang membuat hidupmu tak begitu banyak sedih jika tanpanya
1,ini kan sbnrya budak genius cekap math sometime sakit macam ini cekap ini art
-1,surah an nor ayat perempuan yang berzina dan lelaki yang berzina hendaklah kamu sebat tiap tiap seorang dari keduan
1,apa yang berlaku pagi tadi betul terkesan dalam diri aku
-1,selagi lom period nang semua ku emosi eh bencik ku kelaka benda sama jak semua dari orang aneh nok kenal aku pun sik
-1,bukan aku lah kakak aku haha
-1,rindu kamu juga bebi
1,giveaway pulsa dikarenakan hari ini aku lagi bahagia mau mengadakan enggak kecil an buat kalian pemenang akan dapat puls
-1,suatu hari kamu bakal kehilangan sesuatu yang berkali lipat dari pulpen mungkin kamu mikir sepele ah cuma pena tapi
-1,ya alah sesunguhnya ini yang aku takot
-1,siapa yang tahu pak ahok menyindir siapa yahc aku dukung dendamnya pak ahok untuk mengusut pejabat brengsek pantesan bis
-1,kalo lagi pdkt terus gebetan tanya selain dekat sama aku kamu dekat sama siapa lagi jawab saja dekat dengan kematian
1,yes akhirnya minion kita menang spot jantung aku menontonnya japanopensuper
1,selamat dibalik bulyan mu kamu menyimpan segudang prestasi
-1,bagaimana mau tirus kamu mengasih cokelat mulu
-1,khas untuk suami yang curang dengan isteri tak reti apreciate isteri dan kaki betina betapa besarnya pengorbanan seorang ibu
-1,sudah daritadi aku balas
1,kalo misal eps oke dan aku tetap lanjut kayanya ini bakalan jadi drama korea pertama yang aku tonton di tahun
-1,sadar dong kalau aku tuh kangen bangetama kamu '
-1,like aku pun ada enggak nak kena jaga hati orang and aku rasa aku boleh je join memana plan haish
-1,macam mana nak tidur kalau stil fikirkan orang yang kita sayang okay ke tak itu tidurnya lena ke dia perlukan aku tak kak
-1,sebenarnya dulunya smpet pacaran terus putus tapi masih ewita eh tau dikabarin begitu yang bikin masalah ada
1,mas dani ini memang marketing cangih cara promosin blog nya saja smoth banget
-1,hari aku mendapatkan cerita yang sangat menyentuh tentang bunuh diri teman di facebok membuka kisahnyaemoga bisa
1,memang betul kalau ada yang bilangeptember itu bulan ceria tapi kamu tau apa lagi yang bikin ceria ngemil cara
-1,semua kata rinduku semakin membuatku tak berdaya menahan rasa ingin pulang percayalah padaku akupun rindu kamu ku
-1,kepada anjir anjir yang seronok mengata pasal aku break of dengan manusia itu nah deh lepasni jangan salahkan aku deh
1,tapi seriously tak penat pun sebab aku pernah kerja part time sebelum nih lagi penat
1,mama dkt luar cal aku tanya nak lunch apa and then i said i want goreng pisang hahahaha senang mama takyah masak mama pun pelik
-1,sedih bila aku dengan cerita dari patient aku huhu makcik nih masuk ward sebab heart atack baik sangat suka tegur aku senyu
-1,kenapa aku menangis baca komik ini
1,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang tens livia
1,cinta sejati itu enggak seperti pohon jadi enggak mungkin bercabang cukup ada satu cinta aku dan kamu
-1,kau perempuan dan aku perempuan kau mesti tau macam mana sakit bila orang yang kita sayang layan pempuan lain melaink
1,hai kamu safe flight ya
-1,aku bukan anak orang senang pakai ala kadar je rupa pon takde apatah lagi harta bukan rendah diri tapi sedar diri
-1,aku pening ah
-1,aku sorang je ke rasa ayam kfc makin lama makin kecil
-1,ya jawab saja bilang ke dia enggak mau atau enggak usah hargain sedikit lah orang yang peduli sama kamu jangan cuma ke
-1,dan aku pantang bila tengok mak pak yang jadi bodo n buat bodo bila anak misbehave kat public
-1,bisa wtf ren kamu sama dokter cowok apa cewek
1,apa yang kamu angap aneh aku angap luar biasa
1,aku malah nangkepnya kreatif lucu sih daripada dia naro link mv di twet berita yang enggak ada hubungan sama se
-1,kisah sedih harini aku ingatkan aku deh buka penutup tuperware ini
-1,tapi kamu sudah tak seperti dulu sekarang suka tidur duluan dan aku sangat kecewa
-1,susah juga muka ganas niampai mak sendiri kata muka penyamun macam aku
-1,kak dwita kita sudah kenal lama eh pada akhirnya aku tau dia enggak cuma mangil sayang ke aku dia lebih dulu punya
-1,jangan selalu menyalahkan orang lain ada kalanya kamu juga harus intropeksi diri
-1,kita lahir bersama senang bersama tapi kenapa kamu mati duluan kata kakek sambil melihat kedalam sarung mikirkeras
-1,hadoi penat aku tengok dia lari
-1,igt nk amek pakej bayar tiap bulan tapi macam xkeluar lagi pakej nk beli terus woah menangis asb aku kang
1,sekarang aku belajar redha amp terima hakikat yang dia bukan untuk aku setia amp sayang aku untuk orang lain yang boleh lebih menghargai aku
1,esok aku akan kawin ke guys boleh datang ramai ya pft
-1,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap
-1,yang paling aku benci adalah orang yang ingin mengambil hak kebebasanku kaito kid
1,siap sayang semuanya buat kamu
-1,chanu mulu siapa kamu sih dia molor saja gih aku mau ngebacot cantik
-1,enggak mau kalo selama nya aku yang capek eh icung sudah jadi kan ini kan
-1,guys karena aku pusing banget enggak dapat tiket fansign enggak bisa menonton ic jakarta dan kepikiran sebong terus menerus sampai sedih te
1,tak sabarnya tungu bulan kumpul duit tapi travel tahun depan kakak aku ajak prgi perak aku kalau boleh nk pergi melak
1,hahahaha aku tergelak weh
-1,aku tak berharap dapat titik dua bintang hug darimu tapi aku berharap dapat satu titik dimana hanya ada aku di hatimutefy ai
-1,itu kapel kamu kok jelek ya wkwk
1,noey aku cuma mau bilang i love untuk noey chibi
-1,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian
1,nice nice aku anak kicil nih
-1,sebelum kamu menyeksa kucing ingatlah ia adalah haiwan kesayangan nabi muhamad a gue
-1,hm hm kamu iri ya karena enggak ada yang ngechat enggak ada yang bisa di ceritain hm
1,hahahah becila mu tahu dok tkdok orang pun ganti akuian dia buat sdiri
1,terima atas kesetian selama iniusah senang bersama dulu kok nak pergi percaya diri kok tinggal akuekarang kok nak konvo
1,bismilah semoga aku beruntung belum punya album ini
1,aku suka bila orang yang aku sayang selalu cari aku letakan aku sebagai priority diauka duka susah senang dia cari aku dia tak p
1,sebenarnya aku tak percaya dengan kesempurnan karena itulah kita terlahir untuk mempelajari sesuatu dan membandingkan diri kita dengan nya
-1,ternyata disini kamu mengakui kalau kamu goblok ya fantastik kejujuran yang patut di apresiasi
1,nanti aku lihat deh wkwkwk
